"('job_Name',)","('job_Wage',)","('job_AverWage',)","('company_Name',)","('company_Nature',)","('company_Scale',)","('company_Address',)","('company_Distance',)","('company_Duration',)","('company_Traffic',)","('job_PeopleNum',)","('job_Issue',)","('job_Article',)","('job_Link',)","('job_Id',)","('company_Id',)"
运营助理,6-8千/月,7000,成都同道金服信息技术咨询有限公司,民营公司,150-500人,成都国际节能大厦B座23楼（成都市吉泰一街99号）,6567,2132,公共交通,1人 | 大专 | 1年工作经验,2017-04-14,"
						岗位职责：
1. 负责互联网金融p2p平台（微信,网站）的文案撰写，编辑制作、专题策划、推广维护等工作；
2. 定期策划并执行运营活动，不断提升用户量、关注度和活跃度；
3. 检测并分析新媒体运营数据，及时调整和优化内容；
4. 协助市场各方面推广活动的线上策划；
5、QQ群等社群运营。
任职要求：
1. 专科以上学历，有1年以上新媒体运营经验，有相应渠道资源者优先；
2. 熟悉微信、微博等新媒体的产品功能、特性、运营模式；
3. 对网络传播高度敏感，思维活跃，能够第一时间了解互联网动态，抓住传播热点；
4. 有专业的文案基础、深厚的文字功底和丰富的想象力、",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87224694,87224694,4316387
市场策划经理,0.8-1万/月,9000,戴氏教育集团,民营公司,10000人以上,成都顺城街顺吉大厦九楼A2,2894,1398,公共交通,若干人 | 大专 | 工作经验不限,2017-04-13,"
1、负责制定片区品牌营销战略、发展规划，综合分析市场各方面的信息，并根据各阶段需求提出相应的销售计划和销售方案；2、负责营销目标和计划达成，保证项目及工作的计划性，按时保质保量完成工作任务；3、负责线上、线下活动的组织与策划与执行，并对效果进行评估；4、及时进行市场信息及客户资料的收集、整理、反馈5、 筹划开展各类公益活动讲座，扩大品牌影响力，引导潜在客户群体；6、全面组织与优化片区市场体系。任职要求：1、大专以上学历， 市场营销、企业管理类专业；2、 3年以上营销策划、互联网营销或者教育行业工作机构工作经验优先3、 对市场营销工作有较深刻认知；有较强的市场感知能力，敏锐地把握市场动态、市场",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=77470368,77470368,127953
微商运营经理,4-8千/月,6000,四川牧天食品股份有限公司,上市公司,150-500人,自贡市,,,,3人 | 大专 | 工作经验不限,2017-04-14,"
						一、主要职责：
1、负责微商渠道代理政策设计及营销推广方案制定；
2、负责公司产品微商代表开发；
3、负责微商渠道产品设计及优化。
二、任职条件：
1、大专以上学历，具备两年以上微商运营经验或微商渠道开发经验；
2、具有食品微商代理客户资源者优先。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=88019106,88019106,4085893
区域运营经理,0.6-1万/月,8000,成都翼联科技有限公司,民营公司,150-500人,成华区万科华茂广场22楼,6292,2407,公共交通,3人 | 大专 | 2年工作经验,2017-04-14,"
						岗位职责：
1、负责所在区域的现场管理，协助总部完成所在区域的运营以及平台运营；完成所在区域类的业绩指标，商家、粉丝KPI指标，完成所在区域的年度目标；
2、负责所在区域的商家拓展及运营，产品及微信公众号的推广及运营，衔接协调运营商及互联网渠道的资源开展运营工作；
3、协助商家和粉丝推广负责人管理地推团队或代理商团队。
任职要求：
1、年龄25-30岁，大专及以上学历；
2、具有互联网业务推广经验，有O2O、B2C电商平台商家推广及运营工作经验者优先；
3、具备较强的学习能力，能够快速熟悉和掌握公司产品；
4、具备较强的对外沟通能力，能通过对客的调研及沟通，挖掘",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85923625,85923625,2834917
途牛携程同程美团运营/OTA运营经理（高薪+丰厚福利）,0.6-1万/月,8000,四川世纪海外国际旅行社有限公司,民营公司,150-500人,成都市顺城大街274号国光综合楼3F,2903,1406,公共交通,1人 | 本科 | 3-4年工作经验,2017-04-14,"
						你需要做：
1. 对途牛、携程、同程、美团等OTA平台的日常运营管理；
2. 协助总经理制定年度、季度、月度各店铺的运营策略；
3 定期提交店铺运营报告，根据流量、咨询量、转化量、推广效果等数据做全方位的阶段性评估；
4. 分析总结竞争对手、行业信息、公司产品信息等调研信息，确定调研结果，为公司旅游事业部总体战略制定提供相关数据；
5. 维护所属区域内度假线路的价格并定期与同行进行比较。
我们的要求：
1. 2年以上同行业工作经验，有电商类店铺运营经验及电商团队工作经验优先；
3. 熟悉途牛、携程、同城、美团运作模式及营销规则；
4. 良好的策划推广能力和项目执行能力、协调能力",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=80126033,80126033,3826491
策划专员,6-8千/月,7000,四川瑞信实业集团有限责任公司,民营公司,150-500人,锦江区滨江东路9号附9号香格里拉中心11楼,2524,1632,公共交通,1人 | 学历不限 | 工作经验不限,2017-04-14,"
						岗位职责：
1.协助所在项目的策划师进行项目策划执行工作，并与销售团队保持密切沟通。
2.项目策划功能：
（1）在主策划师的指导下，负责所在项目日常的报表及销售分析；
（2）负责项目日常的市场监控，并能在策划师的指导下完成小型的市调报告；
（3）在主策划师的指导下，完成周报、月报、小型活动等日常营销报告的撰写；
（4）独立完成竞争个案的初步分析；
（5）在主策划师的指导下，对项目操作过程中的物料提出合理的建议。
3.对外协调功能：与合作单位相关对接人沟通，及时传递信息。
4.定期或根据工作所需向上级汇报项目操作情况。
5.所属事业部营销总监或策划经理临时交办的各类事项及工作。
",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=64671429,64671429,2527429
市场开发运营经理,0.8-1.2万/月,10000,成都清渊健身有限公司,民营公司,150-500人,成都市高新区天府大道北段8号苏宁广场（火车南站交通枢纽旁）6F 清健身,9686,2469,公共交通,1人 | 大专 | 5-7年工作经验,2017-04-14,"
						1、负责在高档商务楼宇、酒店、公寓、卖场、银行、交通等公共场所，开拓产品合作渠道；
2、与业主、物业管理部、开发商等建立商业合作关系，并维护良好合作关系，树立公司品牌；
3、根据线下运营指标，及时优化和完善运营策略和战术；　
　
岗位要求：　
1、具备3年以上线下运营与管理经验，有与物管、商场、孵化器等第三方平台合作经验，可独立带领团队；
2、具有销售或客户服务从业经验，大专以上学历，市场营销、广告等专业者优先；
3、形象端庄，举止得体，谈吐清晰，思维敏捷，性格开朗，温和有耐性；
4、勤奋认真有责任心，并且具有独立解决问题的能力；
5、具备良好的沟通能力和建立商业合作关系的能力",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87588746,87588746,2616793
策划主管/专员（商业）,6-8千/月,7000,恒大地产集团成都有限公司,上市公司,1000-5000人,提督街99号恒大中心,2271,1181,公共交通,2人 | 本科 | 工作经验不限,2017-04-14,"
						岗位职责：
一、策划推广
1、参与各项目规划设计工作，根据各项目定位和未来发展，提出建议；
2、提交商业项目总体策划，对项目和产品提出明确的策划报告；
3、完成各项目总体推广方案，组织各类媒体、广告公司、策划代理、活动公司等协作单位参与完成；
4、根据各项目经营情况，配合制定合理的业态优化方案，并组织实施；
二、媒体活动
1、拟定商业公司品牌及推广策略，并组织实施；
2、利用各种资源，整广告设计、各类媒体、制作单位，并根据各项目定位，合理调动满足各项目推广的需要；
3、策划、实施商业公司形象、品牌活动、宣传；
4、负责公司对外宣传册管理：包括提供素材、审定设计方案等；5、负责公",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=73019779,73019779,2115296
微信运营,6-8千/月,7000,成都正好医学美容门诊部有限公司,民营公司,,大安东路47号正好医美,2764,1492,公共交通,若干人 | 大专 | 工作经验不限,2017-04-14,"
						岗位职责
1、独立运营微信公众号/微博公共号，为粉丝策划与提供优质、有高度传播性的内容；
2、紧跟微信发展趋势，广泛关注标杆性公众号，积极探索微信运营模式；
3、研究公众号推广模式与渠道，与微博运营同事进行有效的合作；
4、充分了解用户需求，收集用户反馈，分析用户行为及需求；
5、对公司产品进行精准营销与服务

任职条件
1、热爱互联网事业，酷爱玩微信、对微信有浓厚的兴趣；
2、具备基础的内容编辑工作经验，包括文字及页面美化；具备成熟的微信工作运营经验，能够完成专题策划、活动执行者优先；
3、具备应对公共突发事件的能力；
4、有较强的数据分析能力，有优秀的文",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83846978,83846978,4144741
品牌经理,5.5-8.5千/月,7000,成都百伦投资有限公司,民营公司,1000-5000人,锦里中路12号彩虹商务大厦,4773,2006,公共交通,1人 | 大专 | 工作经验不限,2017-04-14,"
						岗位职责：
1、负责品牌CIS建立优化。
2、制定全年品牌、营销推广活动计划费用预算方案及目标。
3、策划、跟进、监督企划活动落地执行
4、配合各业务板块策划专项工作
任职要求：
1、5年以上策划工作经验，3年以上策划管理经验。
2、才思敏捷，组织规划及具领导能力强，具备良好的文案功底和营销策划能力，品牌意识强，有品牌项目、文化建设经验，活动策划统筹执行实操者优先考虑。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=88115549,88115549,2744779
品牌部经理,5-8千/月,6500,成都全时叁陆伍超市管理有限公司,民营公司,150-500人,成华区府青路2段2号凯龙财富大厦12层,5266,1789,公共交通,1人 | 大专 | 工作经验不限,2017-04-13,"
						岗位职责：
1.全面负责公司产品的品牌规划、策划及推广
2.负责新媒体平台（微博、微信公众号）整体运营和推广、新媒体平台文案撰写，提升内容质量和传播度。
2.负责公司媒体关系的建立与维护，负责企业新产品、新业务、新项目等的传播工作，包括软文撰写、线上传播、信息收集与整理等
3.组织实施品牌推广及发展策略，建立有效分析、评估体系，保障品牌建设及推广效果
4.负责公司品牌发展方向，建立高效的品牌管理体系及形象，制作完善品牌管理制度及流程
5.参与公司内外部业务推广项目及公司重大公关活动策划、宣传工作，利用各种宣传渠道，整合资源
6.了解平面设计软件，懂得印刷前期制作和后期工艺流程
",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84083053,84083053,3770472
高级文案策划,5-7千/月,6000,成都华樱出国服务股份有限公司,民营公司,150-500人,成都市二环路西二段19号仁和春天广场A座9F,8411,2453,公共交通,2人 | 大专 | 1年工作经验 | 普通话 精通 | 英语 一般,2017-04-14,"
						工作职责
1.负责官方微信、微博账号的运营，话题策划和稿件撰写参与，日常内容素材收集、编辑、排版、发布、粉丝维护和互动，提高影响力和关注度；
2.结合公司资源，策划组织线上线下活动，增加社会媒体曝光率；
3.根据微信、微博、社群推广效果进行数据分析，总结经验，使用有效运营方式，提高粉丝量和活跃度，提高品牌知名度。
4.部分集团宣传文案和活动文案的策划撰写，以及日常领导交代的其他工作。

任职资格
1.热爱新媒体内容运营工作，这是首要条件，需要用心学习思考，主动去研究用户心理，做出针对性的内容。
2、本科以上学历，2年以上相关经验，能独立运营微信、微博等平台内容和活动推广，有成功",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=59395378,59395378,1617849
天猫运营-LWJ2017,6-8千/月,7000,成都丽维家科技有限公司,创业公司,500-1000人,武侯区人民南路四段11号附1大陆国际,5613,1980,公共交通,1人 | 大专 | 3-4年工作经验,2017-04-14,"
						岗位职责：
1.	负责天猫店铺的推广、提高店铺点击率和浏览量，达成店铺销售目标；
2.	网上店铺的ip、pv、销量、跳出率、地域分布、转化率等做出专业的数据分析及平时做好竞争对手网站的数据的采集、评估与分析；
3.	各种淘宝营销工具软件应用与维护；优化店铺及商品排名；
4.	定期针对推广效果进行跟踪、评估，并提交推广效果的统计分析报表，及时提出营销改进措施，给出确实可行的改进方案；
5.	与美工配合进行店铺装修、产品详情页完善优化；
6.	店铺日常安全维护，数据监控，问题检查，保证网店的正常运作，了解淘宝最新规则。

任职要求：
1.	大专以上学历，广告传媒类、",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=88245899,88245899,2834599
资深策划/文案策划,6-8千/月,7000,四川悠养神州健康管理有限公司,民营公司,150-500人,锦江区东大街芷泉段188号2栋1单元1703,1303,191,的士,2人 | 大专 | 3-4年工作经验,2017-04-14,"
						资深策划  1名
岗位职责
1、负责项目的基础信息收集、策略分析、创意构思、策略方案的撰写及提案
 2、协助公司项目的执行。
任职要求
1、中文、市场营销、广告等相关专业大专以上学历；3年以上品牌传播专业机构同等岗位工作经验；
2、思维清晰、思路创新、文笔流畅，
3、具有优秀的方案撰写、提案陈述能力，具有扎实的写作功底和现场执行经验；
4、正直敬业、严谨自律。
5、有旅游策划经验的优先考虑。
文案   1名
岗位职责：
1、参与公司市场营销活动方案的策划与实施，对外宣传资料和文案的撰写；
2、协助完成策划部和公司交办的其他工作。
任职资格：
1、中文、市场营销、广告等相关专业大",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85803624,85803624,4246113
商品运营主管,6-8千/月,7000,成都美尔贝网络科技有限公司,民营公司,150-500人,人民北路一段金牛万达甲级写字楼B座29楼,6985,2025,公共交通,1人 | 学历不限 | 3-4年工作经验,2017-04-14,"
						1、定期收集和监控市场及同行产品数据，进行市场预测分析和商品竞争力分析；

2、3、从用户体验出发，发现并挖掘出真正的后台商品体系存在的问题及可优化提升的点，同时形成解决方案并落地执行；

3、组织和规划每个季度每个月整体商品推广计划，对销售结果负责；

4、制定商品扩展策略，确定组合、系列、品类、及价格计划，优化商品结构并保证商品按时上线；

5、负责商品详情页的规划和落地，按时完成商品上下架，管理商品编辑团队，合理安排部门下属员工工作，做好团队建设及工作质效的管理

6、综合协调相关部门，确保商品部门的顺利运营。

我们希望你是这样的：（职位要求）


1、全",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=86187536,86187536,3662054
运营主管,6-8千/月,7000,四川云在天上科技有限公司,民营公司,150-500人,成都市武侯区人民南路四段48号首座C座22层,8384,2228,公共交通,2人 | 学历不限 | 工作经验不限,2017-04-14,"
						特别说明：本岗位为集团总部职位（四川科威龙奥集团）

（一）工作职责：
1、负责公司天猫店铺及其它电子商务平台的总体运营，带领所属运营
团队实现营销目标，完成公司下达的销售目标；
2、负责店铺整体规划、营销、推广、客户关系管理等系统经营性工作；
3、负责店铺日常改版策划、上架、推广、销售、售后服务等经营与管理工作；
4、负责店铺日常维护，保证店铺的正常运作，优化店铺及商品排名；
5、负责执行与配合公司相关营销活动，策划店铺促销活动方案；
6、负责收集市场和行业信息，提供有效应对方案；
7、负责监控订单发货、中差评、投诉及退款等事宜；
8、每日监控的数据：营销数据、交易数据、商品",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87564261,87564261,3643609
品牌渠道顾问（薪资4K-8k）,4-8千/月,6000,中国鲜花商城,民营公司,150-500人,成都市锦江区红星路三段99号银石广场18楼,1786,930,公共交通,2人 | 本科 | 2年工作经验,2017-04-14,"
						岗位职责：
1、根据公司战略目标，制定加盟策略和计划；
2、积极与加盟店有效互动，提高加盟店的忠诚度；
3、积极处理加盟店在加盟前后遇到的各类问题；
4、收集，整理，归纳市场行情和竞争对手的动态，提出分析报告；
5、高效落实公司各项加盟政策，严格执行加盟流程并对加盟数据整理分析和录入；
6、对加盟店的经营方法和花艺水平等方面收集内容并组织培训；

任职要求：
1、大学本科以上学历，2年以上招商连锁加盟工作经验；
2、诚信正直，有良好的团队合作精神和服务意识；
3、具有强烈的责任心和抗压能力、有良好的服务意识；
4、思维敏捷，具有一定的谈判技巧，具有较强的沟通协调能力；
5、能正",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83237864,83237864,2428533
媒体品牌经理-书刊杂志,0.8-1万/月,9000,杜福睿（上海）商业有限公司,外资（欧美）,150-500人,"Room N607 (North) Shenhong International Plaza, 1500 Shenkun Road, Shanghai, P. R. China",1916,1498,公共交通,1人 | 大专 | 2年工作经验 | 普通话 熟练 | 英语 良好,2017-04-14,"
						岗位职责：

1.熟悉了解报刊杂志渠道销售业态。

2.与供应商保持良好的沟通与协调，保证产品的订购，退换货流程正常进行；

2.及时了解主流媒体的销售信息，及时对畅销图书，杂志，音像制品的销售做出分析与修正；

3.追踪协调书报杂志刊发进度，把握产品质量，协调产品的交付；

4.定期进行数据统计分析以及流行趋势分析追踪，并通过数据与用户反馈，分析用户需求及行为，不断改进和提升产品供应质量，优化销售体验。




任职要求：

1.专科及以上学历，2年以上相关工作经验，熟悉书报杂志行业流程及动态；

2.有服务意识，对产品感兴趣，有追求高品质产品的精神与热情，对行业动态有足够洞",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85746047,85746047,2423584
文案策划,6-8千/月,7000,上海易贷网金融信息服务有限公司,民营公司,150-500人,锦江区东华门正街42号四川广电国际大厦25楼,2390,1276,公共交通,1人 | 学历不限 | 工作经验不限,2017-04-13,"
						工作内容祥述：   　
1：负责集团各重要品牌的文案梳理、策划、编辑；
2：协助公关总监策划公关文案；
3：与外部合作机构接洽沟通文案撰写、发布等相关需求
4：与公司其他部门协作，做好内容运营工作
5：完成领导交办的其他任务。
任职要求：
1、本科及以上学历，中文、新闻、财经、金融等专业背景优先；
2、 有较强的沟通能力，可以在沟通中迅速捕捉核心要点；
3、 有较强的文字功底，有准确表达的能力，熟练掌握各类题材稿件的写作；
4、 有一定的金融和财经知识储备，有金融从业经验者优先；
?5、 有财经媒体采编工作经验者优先。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85515960,85515960,4129125
品牌主管,5-7千/月,6000,成都蝴蝶树商贸有限公司,民营公司,150-500人,成都市锦江区东御街18号百扬大厦20楼9号,3556,1371,公共交通,2人 | 大专 | 3-4年工作经验,2017-04-13,"
						岗位职责：
1、与合作的商场保持良好的合作关系，进行相关业务的洽谈；
2、熟悉终端零售运作模式，熟悉且具有较强的零售业卖场营运管理能力，并具备良好的管理思路；
3、对新品牌的独立操作，筹备、推广、运营等管理工作；  
4、优秀的语言表达及沟通能力，协调能力及团队管理能力；
5、及时了解竞品的动向，对市场进行调研分析，确保销售目标的达成； 
6、具有敏锐的市场洞察力，良好的统筹分析问题、解决问题的能力及谈判技巧； 
7、关注终端销售，负责部门的日常管理工作及部门员工的管理、指导、培训及评估；
8、协助销售总监进行日常营运管理；
9、完成上级交付的其他工作。
任职资格：
1、大专及",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87306588,87306588,2820232
环保运营管理人员,0.3-1.5万/月,9000,西藏国策环保科技股份有限公司,民营公司,1000-5000人,成都市猛追湾街94号电视塔影视文化广场339写字楼B栋15层,1559,1293,公共交通,若干人 | 中专 | 2年工作经验,2017-04-14,"
						岗位职责及要求：
1、熟悉城市环卫保洁工作流程；
2、了解生活卫生填埋场、医疗废物、污水处理厂等相关环保设施运作管理流程；
3、了解标准化现场管理及企业成本控制，有环保企业任职管理经验者优先；
4、良好的沟通协调能力，较好的抗压能力；

该岗位工作地点在南宁、防城港

福利待遇：社保、公积金、绩效奖金、各类补助、年终奖、定期培训、带薪年假等						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=74422108,74422108,3838687
广告策划,5-8千/月,6500,成都川融汇金融服务外包有限公司,民营公司,150-500人,成都市·锦江区·东大街·芷泉段68号“时代8号”29楼/38楼（地铁2号线东门大桥站B出口）,1126,136,的士,1人 | 大专 | 工作经验不限,2017-04-14,"
						岗位职责：
1.完成电台、楼盘、公交、网站等渠道广告宣传和发展趋势的市场调研，并撰写分析报告。
2.负责公司广告宣传用语的撰写、修订、更新。
3.负责公司广告宣传图片的策划、制作，每周进行更新。
4.负责与广告公司的沟通、对接工作。
5.协助完成部门及公司交办的其他事项。

任职资格：
1.大专及以上学历，广告策划等相关专业优先。
2.1年以上同岗位工作经历，熟悉文案策划的工作流程。
3.熟练运用各类办公软件，如Word、PPT、PS。
4.具备创新意识并能应用于广告宣传中。
5.职业成熟度高，抗压能力强。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=88195757,88195757,3478115
淘宝运营推广,0.3-1万/月,6500,成都优品堂品牌营销有限公司,民营公司,150-500人,成都锦江区春熙路北段三益公商厦802室,2186,1113,公共交通,2人 | 大专 | 工作经验不限,2017-04-14,"
“香港优品堂”是专注“围巾阳伞”的连锁品牌，经营以实体门店+网络平台相结合，现公司在“成都春熙路”有网络推广等你加入！岗位要求：1、1年的淘宝运营经验2、有良好的运营业绩3、有自己独到的技能和心得4、男女不限、年龄不限岗位职责：1、负责店铺推广运营，提高店铺点击率和浏览量，完成店铺销售目标2、定期策划网店活动，提高网店名气，聚集流量和人气，形成销售3、主动研究和了解阿里巴巴和淘宝等网规则及营销策划体系，有一定的网络资源如果我们找的是你，请拨打电话与我们联系；电话：136 6821 1389招兵买马的地址：成都市春熙路北段后巷子街9号三益公商厦8楼802（有客酒店楼上） ",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=78011525,78011525,3753625
策划师,6-8千/月,7000,成都佳爱年华金色养老服务有限公司,民营公司,150-500人,成都市金牛区蜀汉路359号10栋1层2号,10653,2312,公共交通,1人 | 本科 | 3-4年工作经验,2017-04-14,"
						岗位职责：
1、	跟据市场信息及行业动态，需找活动亮点，宣传公司的产品和形象；
2、	撰写各种公关活动方案、负责各类商业活动的策划；
3、	根据活动方案，整理和收集素材，设计相关的宣传物料；
4、	协助部门领导对具体的活动进行实施、协调和把控；
5、	对实际活动效果进行评估并编制活动报告；
6、	协助部门领导，负责网络、新闻媒体对接工作。
任职要求：
1、本科以上学历，2年以上活动策划工作经验；
2、文字功底好，表达能力强，有创意点子，脑筋比较灵活；
3、能使用相关的设计软件、比较精通Photoshop。

公司福利、发展平台：
1、	有竞争力的薪酬、福利体系；
2、	完备的培",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=86151336,86151336,4153927
市场策划,0.8-1万/月,9000,四川浪度投资有限公司,民营公司,1000-5000人,新都工业区东区1080号（梁家巷（650路）西南石油大学（679路）浪度家私，向南走300米；梁家巷（650路）新都汽车东站（9路）宏昌塑料，向西走500米。）,1585,901,公共交通,1人 | 大专 | 工作经验不限,2017-04-14,"
						岗位职责：
1、协助制定业务发展总体规划，制定、分解营销计划，参与统筹调配营销资源，并跟踪市场推进效果；
2、组织安排销售动态分析，分析项目的市场、广告、客户等回馈信息，为公司决策提供依据，完成市场调查及信息反馈报告；
3、制定产品总体营销方案及营销实施方案，开展重点产品、标杆项目方案规模化复制、推广，并监督项目营销策划方案的开展和落实；
4、对公司统筹的营销活动、区域活动、展会、公关活动进行跟踪、指导和监督，分析营销活动的成效；
5、组织和实施市场营销推广计划，开展营销推进和评估等管控工作；
6、收集、分析和总结行业市场的竞争情报，提出应对策略及措施。

岗位要求：
A、熟悉",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84450714,84450714,2367751
品牌运营专员（石油天然气公司）,6-8千/月,7000,中国国际能源控股有限公司四川分公司,民营公司,10000人以上,成都市青羊区上西顺城街三多里82号,2977,1465,公共交通,4人 | 大专 | 5-7年工作经验 | 普通话 ,2017-04-13,"
						岗位职责：
1、全面负责企业品牌运营与相关服务工作；
2、建立并维护公司品牌的政府关系、媒介、行业协会等关系，为品牌形象塑造与传播建立良好的社会环境；
3、协助领导处理品牌负面新闻及危机事件，力求消除或将负面影响降至最低，从而维护品牌形象；
4、开展以行业为主的优秀企业宣传网站分析对比、提出优化方案或建议；
5、对广告文案、设计进行把控，对广告的投放进行监督数据，汇总以及效果分析；
6、根据市场中心的需求，进行针对销售项目的个案地面推广支持；
7、完成上级领导安排的其它工作。
任职要求：
1.大专或以上学历，35周岁以下，营销、广告、新闻、中文、公共关系等相关",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85499650,85499650,2926554
招商策划经理（策划方向）,0.8-1万/月,9000,四川鼎晟资产管理有限责任公司,民营公司,10000人以上,成都市武侯区航空路7号华尔兹广场A座4楼,8353,2203,公共交通,1人 | 学历不限 | 工作经验不限,2017-04-14,"
						岗位职责：
1、组织制定项目前期拿地评估及概念方案
2、主导完成产品策划，建筑产品建议
3、组织完成商业规划、定位、落位方案的制作
4、主导招商/推广策略的制作
5、配合编制项目后期运营相关支撑方案
6、组织完成配合招商相关文案工作
7、配合完成体系的建设与完善
8、整体把控各项招商任务，充分协调各方关系
9、配合招商团队培训统筹
10、配合把控各项目重要策略与节点
11、完成上级领导安排的其他工作
任职资格：
1、大专及以上学历，房地产经营管理、市场营销、广告等相关专业；
2、3年以上大型商业地产项目或大型购物中心的招商策划管理经验；
3、熟悉产品市调规划，知识面广，表达力强",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84437714,84437714,3565456
运营督导,0.8-1万/月,9000,四川省爱恋珠宝有限公司,民营公司,1000-5000人,成都市东大街芷泉段6号时代壹号5A,1303,191,的士,1人 | 学历不限 | 工作经验不限,2017-04-13,"
						岗位要求：
1、 大专以上学历，办公软件操作熟练
2、能吃苦耐劳，良好的团队协作能力3、 能独立开发课件，有一定的授课能力
4、 沟通协调力强，责任心强，积极主动
5、 能适应频繁出差，服从公司领导安排岗位职责：
岗位职责：
1、 按照公司要求，负责监督、检查各类营运专项的落实情况
2、 负责监督、检 查店面人员的着装、形象礼仪等是否符合公司标准
3、 负责监督、检查所辖区域各门店的终端形象是否符合公司标准
4、 负责监督、检查终端操作流程、服务质量、销售技术、专业知识等是否达到公司的标准
5、 负责监督、检查店面人员的日常工作，提出规范化建议
6、 及时",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=66263648,66263648,2824189
运营经理,0.8-1万/月,9000,成都本来生活科技有限公司,民营公司,1000-5000人,成都市科华北路62号力宝大厦N11-16,5278,1991,公共交通,2人 | 学历不限 | 3-4年工作经验,2017-04-14,"
						岗位职责：
1、负责网站整体运营，制定网站运营策略、方案和计划并组织执行；
2、管理运营团队，做好网站内容的日常管理，完成网站运营绩效目标；
3、对运营成本、效果、客户反馈做定期分析，并不断优化；
4、制定及负责完成公司产品推广指标和销售指标；
5、负责和其他网站进行线上或线下的合作；
6、研究行业和市场动态， 理解用户行为和产品定位，为产品增长制订战略方案并推动实施；
7、负责与产品部、技术部、销售部等沟通协作，确保运营健康快速发展。

任职要求：
1、全日制大专及及以上学历，三年以上电子商务运营经验，熟悉电商业务流程及后台流程；
2、具有一定的网站策划能力、网站促销专题策划",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85085234,85085234,4172003
宣传策划经理,4-8千/月,6000,成都优易数据有限公司,国企,150-500人,成都市郫都区菁蓉镇静园东路138号（附近）优易数据大厦3F,5212,2080,公共交通,1人 | 本科 | 3-4年工作经验,2017-04-14,"
						岗位职责：
1、活动策划：
（1）推广展示策划，组织实施，预算报销及效果评估报告；
（2）活动策划设计，组织实施，预算报销及效果评估报告；
（3）有大型活动策划及落地实施、以及应急预案的把控处理；
2、宣传推广：
（1）同业、竞争对手等相关市场研究，制定宣传品牌战略，明确定位及目标；
（2）品牌风险控制及危机公关；
3、企业文化：
（1）企业主题文化的建设、实施及形象监控；
（2）企宣用品策划制作，如企业宣传册、 内刊、门头、办公室氛围等；
（3）公司网站、微信、微博策划运营；
4、媒体对接：负责活动的媒体宣传，联系相关媒体团队，做好活动前期的宣传；维护好公司与媒体界的关系，为",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85786172,85786172,4251557
策划师,6-8千/月,7000,成都时代联行房地产顾问有限公司,民营公司,150-500人,成都市新光华街7号航天科技大厦1803,3804,1569,公共交通,1人 | 大专 | 2年工作经验 | 普通话 ,2017-04-14,"
						岗位职责：
1、跟客户保持顺畅沟通，制作营销推广方案；
2、对公司所负责项目提供专业性推广思路及文案支持；
3、实现网站资源的合理调配，并通过对产品的运用实现客户需求最大化。
4.独立制定策划书，参与项目前期策划、营销策划和商业及营运的策划。

任职要求：
1、大专以上学历，房地产、广告、市场营销等相关专业,2年以上相关工作经验；
2、熟悉制图软件及楼盘销售流程；较熟悉商业地产前期及营销操作；
3、有扎实的文字功底，文笔流畅，创意独特，思维敏捷，条理清晰；
4、具备市场营销相关领域专业知识；熟练使用各种办公软件；
5、有较强的团队精神，有强烈的工作责任心和良好的沟通能力，能够主",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=81692925,81692925,4044054
